"The following Cache Type(s) are disabled: %1. <a href=""%2"">Manage Cache</a>.","The following Cache Type(s) are disabled: %1. <a href=""%2"">Manage Cache</a>."
"Some customer reviews are pending for approval. <a href=""%1"">Manage Reviews</a>.","Some customer reviews are pending for approval. <a href=""%1"">Manage Reviews</a>."
